NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
169,경기도 이천시 관고동,4월 11일,0004,0011,1동,84.2,202409,09,"16,000",6,개인,개인,2015,설봉로 70-16,-,중개거래,경기 이천시
170,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,510",20,법인,법인,2023,거제대로60번길 20,-,직거래,-
171,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"15,510",20,법인,법인,2023,거제대로60번길 20,-,직거래,-
172,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"15,510",20,법인,법인,2023,거제대로60번길 20,-,직거래,-
173,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,510",20,법인,법인,2023,거제대로60번길 20,-,직거래,-
174,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"15,510",20,법인,법인,2023,거제대로60번길 20,-,직거래,-
175,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,010",2,법인,법인,2023,거제대로60번길 20,-,직거래,-
176,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,010",2,법인,법인,2023,거제대로60번길 20,-,직거래,-
177,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,010",2,법인,법인,2023,거제대로60번길 20,-,직거래,-
178,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,010",2,법인,법인,2023,거제대로60번길 20,-,직거래,-
179,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,010",2,법인,법인,2023,거제대로60번길 20,-,직거래,-
180,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,010",3,법인,법인,2023,거제대로60번길 20,-,직거래,-
181,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,010",3,법인,법인,2023,거제대로60번길 20,-,직거래,-
182,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,010",2,법인,법인,2023,거제대로60번길 20,-,직거래,-
183,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,010",3,법인,법인,2023,거제대로60번길 20,-,직거래,-
184,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,010",3,법인,법인,2023,거제대로60번길 20,-,직거래,-
185,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,010",3,법인,법인,2023,거제대로60번길 20,-,직거래,-
186,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,010",3,법인,법인,2023,거제대로60번길 20,-,직거래,-
187,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"14,010",3,법인,법인,2023,거제대로60번길 20,-,직거래,-
188,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,210",4,법인,법인,2023,거제대로60번길 20,-,직거래,-
189,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,210",4,법인,법인,2023,거제대로60번길 20,-,직거래,-
190,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,210",4,법인,법인,2023,거제대로60번길 20,-,직거래,-
191,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,210",4,법인,법인,2023,거제대로60번길 20,-,직거래,-
192,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,210",4,법인,법인,2023,거제대로60번길 20,-,직거래,-
193,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,210",4,법인,법인,2023,거제대로60번길 20,-,직거래,-
194,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"14,210",4,법인,법인,2023,거제대로60번길 20,-,직거래,-
195,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,210",5,법인,법인,2023,거제대로60번길 20,-,직거래,-
196,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,210",5,법인,법인,2023,거제대로60번길 20,-,직거래,-
197,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,210",5,법인,법인,2023,거제대로60번길 20,-,직거래,-
198,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,210",5,법인,법인,2023,거제대로60번길 20,-,직거래,-
199,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,210",5,법인,법인,2023,거제대로60번길 20,-,직거래,-
200,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,210",5,법인,법인,2023,거제대로60번길 20,-,직거래,-
201,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"14,210",5,법인,법인,2023,거제대로60번길 20,-,직거래,-
202,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,410",6,법인,법인,2023,거제대로60번길 20,-,직거래,-
203,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,410",6,법인,법인,2023,거제대로60번길 20,-,직거래,-
204,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,410",6,법인,법인,2023,거제대로60번길 20,-,직거래,-
205,충청남도 아산시 배방읍 장재리,1739,1739,0000,천안아산역 더리브,84.92,202409,09,"31,500",29,개인,개인,2021,연화로 99,-,중개거래,충남 천안시 서북구
206,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,410",6,법인,법인,2023,거제대로60번길 20,-,직거래,-
207,충청남도 아산시 배방읍 장재리,1767,1767,0000,요진 와이시티,45.605,202409,09,"10,700",3,개인,개인,2011,광장로 210,-,중개거래,충남 아산시
208,울산광역시 울주군 삼남읍 신화리,1605-3,1605,0003,울산역 신한디아채시티,18.29,202409,09,"5,500",6,개인,개인,2019, 30-24,-,직거래,-
209,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,410",6,법인,법인,2023,거제대로60번길 20,-,직거래,-
210,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,410",6,법인,법인,2023,거제대로60번길 20,-,직거래,-
211,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"14,410",6,법인,법인,2023,거제대로60번길 20,-,직거래,-
212,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,410",7,법인,법인,2023,거제대로60번길 20,-,직거래,-
213,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,410",7,법인,법인,2023,거제대로60번길 20,-,직거래,-
214,서울특별시 관악구 신림동,94-208,0094,0208,엘리젠트오피스텔,32.4,202409,09,"13,700",7,개인,개인,2004,쑥고개로 9,-,중개거래,서울 관악구
215,서울특별시 서초구 양재동,275-4,0275,0004,트윈타워,24.07,202409,09,"13,800",13,개인,개인,1991,마방로10길 15,-,중개거래,서울 서초구
216,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,410",7,법인,법인,2023,거제대로60번길 20,-,직거래,-
217,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,410",7,법인,법인,2023,거제대로60번길 20,-,직거래,-
218,울산광역시 울주군 삼남읍 신화리,1605-3,1605,0003,울산역 신한디아채시티,18.29,202409,09,"6,000",5,개인,개인,2019, 30-24,-,직거래,-
219,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,410",7,법인,법인,2023,거제대로60번길 20,-,직거래,-
220,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,410",7,법인,법인,2023,거제대로60번길 20,-,직거래,-
221,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"14,410",7,법인,법인,2023,거제대로60번길 20,-,직거래,-
222,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,410",8,법인,법인,2023,거제대로60번길 20,-,직거래,-
223,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,410",8,법인,법인,2023,거제대로60번길 20,-,직거래,-
224,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,410",8,법인,법인,2023,거제대로60번길 20,-,직거래,-
225,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,410",8,법인,법인,2023,거제대로60번길 20,-,직거래,-
226,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,410",8,법인,법인,2023,거제대로60번길 20,-,직거래,-
227,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,410",8,법인,법인,2023,거제대로60번길 20,-,직거래,-
228,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"14,410",8,법인,법인,2023,거제대로60번길 20,-,직거래,-
229,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,710",9,법인,법인,2023,거제대로60번길 20,-,직거래,-
230,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,710",9,법인,법인,2023,거제대로60번길 20,-,직거래,-
231,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,710",9,법인,법인,2023,거제대로60번길 20,-,직거래,-
232,울산광역시 울주군 삼남읍 신화리,1605-3,1605,0003,울산역 신한디아채시티,18.29,202409,09,"6,000",5,개인,개인,2019, 30-24,-,직거래,-
233,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,710",9,법인,법인,2023,거제대로60번길 20,-,직거래,-
234,울산광역시 울주군 언양읍 서부리,357-8,0357,0008,호수빌,84.9768,202409,09,"15,000",6,개인,개인,2016,방천3길 5-6,-,직거래,-
235,서울특별시 강남구 대치동,943-24,0943,0024,신안메트로칸,27.09,202409,09,"24,000",5,개인,개인,2004,테헤란로88길 10,-,중개거래,서울 강남구
236,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,710",9,법인,법인,2023,거제대로60번길 20,-,직거래,-
237,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,710",9,법인,법인,2023,거제대로60번길 20,-,직거래,-
238,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"14,710",9,법인,법인,2023,거제대로60번길 20,-,직거래,-
239,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,710",10,법인,법인,2023,거제대로60번길 20,-,직거래,-
240,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,710",10,법인,법인,2023,거제대로60번길 20,-,직거래,-
241,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,710",10,법인,법인,2023,거제대로60번길 20,-,직거래,-
242,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,710",10,법인,법인,2023,거제대로60번길 20,-,직거래,-
243,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,710",10,법인,법인,2023,거제대로60번길 20,-,직거래,-
244,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,710",10,법인,법인,2023,거제대로60번길 20,-,직거래,-
245,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"14,710",10,법인,법인,2023,거제대로60번길 20,-,직거래,-
246,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,710",11,법인,법인,2023,거제대로60번길 20,-,직거래,-
247,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,710",11,법인,법인,2023,거제대로60번길 20,-,직거래,-
248,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,710",11,법인,법인,2023,거제대로60번길 20,-,직거래,-
249,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"14,710",11,법인,법인,2023,거제대로60번길 20,-,직거래,-
250,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"14,710",11,법인,법인,2023,거제대로60번길 20,-,직거래,-
251,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"14,710",11,법인,법인,2023,거제대로60번길 20,-,직거래,-
252,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"14,710",11,법인,법인,2023,거제대로60번길 20,-,직거래,-
253,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,010",12,법인,법인,2023,거제대로60번길 20,-,직거래,-
254,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,010",12,법인,법인,2023,거제대로60번길 20,-,직거래,-
255,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"15,010",12,법인,법인,2023,거제대로60번길 20,-,직거래,-
256,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"15,010",12,법인,법인,2023,거제대로60번길 20,-,직거래,-
257,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"15,010",12,법인,법인,2023,거제대로60번길 20,-,직거래,-
258,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,010",12,법인,법인,2023,거제대로60번길 20,-,직거래,-
259,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"15,010",12,법인,법인,2023,거제대로60번길 20,-,직거래,-
260,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,010",13,법인,법인,2023,거제대로60번길 20,-,직거래,-
261,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,010",13,법인,법인,2023,거제대로60번길 20,-,직거래,-
262,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"15,010",13,법인,법인,2023,거제대로60번길 20,-,직거래,-
263,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"15,010",13,법인,법인,2023,거제대로60번길 20,-,직거래,-
264,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"15,010",13,법인,법인,2023,거제대로60번길 20,-,직거래,-
265,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,010",13,법인,법인,2023,거제대로60번길 20,-,직거래,-
266,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.26,202409,09,"15,010",13,법인,법인,2023,거제대로60번길 20,-,직거래,-
267,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,010",14,법인,법인,2023,거제대로60번길 20,-,직거래,-
268,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.74,202409,09,"15,010",14,법인,법인,2023,거제대로60번길 20,-,직거래,-
269,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"15,010",14,법인,법인,2023,거제대로60번길 20,-,직거래,-
270,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.96,202409,09,"15,010",14,법인,법인,2023,거제대로60번길 20,-,직거래,-
271,부산광역시 부산진구 양정동,388-8,0388,0008,KM럭채움,29.57,202409,09,"15,010",14,법인,법인,2023,거제대로60번길 20,-,직거래,-
