NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1466,서울특별시 강서구 마곡동,784-11,0784,0011,마곡오드카운티1차,20.8237,202408,22,"14,700",7,개인,개인,2016, ,-,중개거래,서울 강서구
1467,서울특별시 강서구 마곡동,773,0773,0000,힐스테이트 에코 마곡역,19.967,202408,22,"17,300",6,개인,개인,2017,마곡중앙로 76,20240904,중개거래,서울 강서구
1468,경상남도 창원시 마산합포구 월남동3가,13,0013,0000,씨티빌-Ⅱ오피스텔,25.178,202408,22,"4,500",9,개인,개인,2003,3·15대로 47,-,중개거래,경남 창원시 마산합포구
1469,경상남도 김해시 외동,1257-1,1257,0001,동부산 아이존힐,31.82,202408,22,"4,200",4,개인,개인,2003,내외중앙로 36,-,중개거래,경남 김해시
1470,경상남도 김해시 외동,1257-3,1257,0003,메트로타워1,24.84,202408,22,"2,350",8,개인,개인,2003,내외중앙로 30,-,중개거래,경남 김해시
1471,경상남도 김해시 외동,1257-1,1257,0001,동부산 아이존힐,30.34,202408,22,"3,900",8,개인,개인,2003,내외중앙로 36,-,중개거래,경남 김해시
1472,경상남도 김해시 어방동,530-2,0530,0002,목연오피스텔 1차,22.42,202408,22,"2,300",7,개인,개인,2001,인제로170번길 9-16,-,중개거래,경남 김해시
1473,경상남도 김해시 어방동,530-2,0530,0002,목연오피스텔 1차,22.42,202408,22,"2,250",7,개인,개인,2001,인제로170번길 9-16,20240822,중개거래,경남 김해시
1474,서울특별시 양천구 신월동,235-7,0235,0007,신목동샤르망오피스텔,23.06,202408,22,"8,600",9,개인,개인,2004,월정로 101,-,중개거래,서울 양천구
1475,경상남도 거제시 옥포동,536-1,0536,0001,월드빌라Ⅱ,46.27,202408,22,"3,300",3,개인,개인,2005,옥포대첩로2길 1,-,중개거래,경남 거제시
1476,서울특별시 양천구 신월동,235-7,0235,0007,신목동샤르망오피스텔,23.06,202408,22,"8,600",9,개인,개인,2004,월정로 101,-,중개거래,서울 양천구
1477,서울특별시 양천구 목동,907,0907,0000,현대월드타워,51.85,202408,22,"38,500",16,개인,개인,1999,목동서로 77,20240906,중개거래,서울 양천구
1478,서울특별시 마포구 상암동,1597,1597,0000,사보이시티디엠씨,21.65,202408,22,"15,000",8,개인,개인,2016, ,-,중개거래,서울 마포구
1479,제주특별자치도 제주시 연동,1371-1,1371,0001,연동에코그린,84.08,202408,22,"30,000",12,개인,개인,2012,연북로 70,-,직거래,-
1480,서울특별시 서대문구 대현동,90-58,0090,0058,(90-58),18.98,202408,22,"14,400",7,개인,개인,2015,이화여대1길 38,-,중개거래,서울 서대문구
1481,서울특별시 서대문구 합동,116,0116,0000,SK리쳄블,41.08,202408,22,"26,800",3,개인,개인,2005,서소문로 45,-,중개거래,서울 서대문구
1482,서울특별시 서대문구 합동,117,0117,0000,충정로대우디오빌,29.29,202408,22,"20,000",3,개인,개인,2006,서소문로 37,-,중개거래,서울 서대문구
1483,서울특별시 은평구 진관동,66,0066,0000,은평뉴타운 꿈에그린,19.84,202408,22,"12,650",17,개인,개인,2018,진관3로 33,-,직거래,-
1484,서울특별시 은평구 응암동,Aug.91,0091,0008,CJ드림시티,23.04,202408,22,"12,500",12,개인,개인,2004,은평로 85,-,중개거래,서울 은평구
1485,서울특별시 노원구 상계동,706-2,0706,0002,노원역 보미더클래스 오피스텔,29.2598,202408,22,"27,000",17,개인,개인,2023,상계로 32,-,중개거래,서울 노원구
1486,서울특별시 도봉구 창동,632-29,0632,0029,대원쉐르빌11차,79.59,202408,22,"32,800",2,개인,개인,2019,덕릉로59차길 34,-,중개거래,서울 도봉구
1487,경기도 성남시 중원구 성남동,2488,2488,0000,동나탑클래스,82.98,202408,22,"45,300",9,개인,개인,2019,광명로100번길 3,20240909,중개거래,경기 성남시 중원구
1488,경기도 수원시 영통구 이의동,1349,1349,0000,광교 더로프트,16.803,202408,22,"9,500",4,개인,개인,2014,에듀타운로106번길 46,-,중개거래,경기 수원시 영통구
1489,경기도 성남시 분당구 구미동,9월 1일,0009,0001,분당 엠코 헤리츠,30.4275,202408,22,"24,000",5,법인,개인,2014,성남대로 151,-,중개거래,경기 성남시 분당구
1490,서울특별시 강북구 번동,446-13,0446,0013,가든타워오피스텔,36.9,202408,21,"15,000",9,개인,개인,1991,도봉로 328,-,중개거래,서울 강북구
1491,서울특별시 강남구 자곡동,655,0655,0000,강남 푸르지오시티 2차(PRUGIO CITYⅡ),22.444,202408,21,"15,300",10,개인,개인,2014,자곡로 192,-,중개거래,서울 강남구
1492,충청북도 청주시 서원구 사직동,245-18,0245,0018,(245-18),31.39,202408,21,"2,800",6,개인,개인,2009,대원로19번길 38,-,직거래,-
1493,광주광역시 남구 봉선동,478-1,0478,0001,남양 휴튼 엠브이지 101동,212.8683,202408,21,"126,000",3,개인,개인,2021,봉선중앙로47번길 15,-,중개거래,광주 남구
1494,인천광역시 연수구 연수동,597-3,0597,0003,메카,26.98,202408,21,"6,200",10,개인,개인,2003,먼우금로 194,-,중개거래,인천 연수구
1495,서울특별시 송파구 문정동,618,0618,0000,파크하비오,48.96,202408,21,"50,000",9,개인,개인,, ,-,중개거래,서울 송파구
1496,서울특별시 송파구 문정동,622,0622,0000,송파한화오벨리스크,29.99,202408,21,"23,500",12,개인,개인,2013,충민로 5,-,중개거래,서울 송파구
1497,서울특별시 강북구 수유동,Aug.48,0048,0008,수유프리미어엠,22.97,202408,21,"11,500",13,개인,개인,2016,덕릉로 76,20240821,중개거래,서울 강북구
1498,서울특별시 강북구 수유동,Aug.48,0048,0008,수유프리미어엠,22.97,202408,21,"11,500",13,개인,개인,2016,덕릉로 76,-,중개거래,서울 강북구
1499,서울특별시 강동구 강일동,679-1,0679,0001,강일큐브,44.919,202408,21,"23,500",9,개인,개인,2012,아리수로 423,-,중개거래,서울 강동구
1500,경기도 화성시 석우동,3월 31일,0031,0003,이너매스플래티늄,18.55,202408,21,"7,500",4,개인,개인,2013,삼성1로 156,-,중개거래,경기 화성시
1501,서울특별시 강동구 강일동,679-1,0679,0001,강일큐브,44.919,202408,21,"23,500",9,개인,개인,2012,아리수로 423,20240827,중개거래,서울 강동구
1502,서울특별시 강동구 강일동,679-1,0679,0001,강일큐브,28.199,202408,21,"12,200",4,개인,개인,2012,아리수로 423,-,중개거래,서울 강동구
1503,부산광역시 동구 초량동,1210-6,1210,0006,태영 노블리안,26.22,202408,21,"6,150",9,개인,개인,2003,중앙대로 169,-,중개거래,부산 동구
1504,부산광역시 부산진구 양정동,147-31,0147,0031,남명 씨티밸리,27.21,202408,21,"6,000",12,개인,개인,2013,중앙대로990번길 8,-,중개거래,부산 부산진구
1505,서울특별시 용산구 문배동,1월 17일,0017,0001,지오베르크,31.35,202408,21,"30,650",2,개인,개인,2004,백범로 346,-,중개거래,서울 용산구
1506,경기도 시흥시 정왕동,1277-6,1277,0006,유호N-City,21.86,202408,21,"7,500",15,개인,개인,2016,공단1대로 263,-,중개거래,경기 시흥시
1507,인천광역시 계양구 계산동,1062,1062,0000,하이베라스,31.61,202408,21,"6,650",5,개인,개인,2004,계산새로 71,-,중개거래,인천 계양구
1508,경기도 고양시 일산동구 백석동,1330,1330,0000,브라운스톤일산,48.11,202408,21,"15,500",6,개인,개인,2005,호수로 336,-,중개거래,경기 고양시 일산동구
1509,인천광역시 남동구 구월동,1139-5,1139,0005,제이앤제이 오피스텔,58.82,202408,21,"14,800",5,개인,개인,2015,남동대로799번길 38,-,중개거래,"서울 강남구, 인천 남동구"
1510,경기도 고양시 일산서구 대화동,Mar.03,2203,0003,다산스카이빌,29.93,202408,21,"7,700",7,개인,개인,2002,중앙로 1560,-,중개거래,경기 고양시 일산서구
1511,인천광역시 부평구 부평동,378-3,0378,0003,스카이홈,79.47,202408,21,"21,500",6,개인,개인,2006,장제로 145,-,중개거래,인천 부평구
1512,경기도 하남시 학암동,661,0661,0000,위례 효성해링턴 타워,24.2,202408,21,"14,900",5,개인,개인,2016,위례대로 190,-,중개거래,경기 하남시
1513,경기도 하남시 학암동,661,0661,0000,위례 효성해링턴 타워,24.2,202408,21,"15,500",16,개인,개인,2016,위례대로 190,-,중개거래,경기 하남시
1514,경기도 구리시 수택동,381-20,0381,0020,클래시아 구리 오피스텔,40.86,202408,21,"23,000",19,개인,개인,2019,안골로63번길 38,-,중개거래,경기 구리시
1515,경기도 부천시 원미구 중동,1141-3,1141,0003,신중동역 헤리움 메트로타워,22.4547,202408,21,"14,300",16,개인,개인,2018,284,-,중개거래,경기 부천시 원미구
1516,서울특별시 마포구 대흥동,12월 27일,0012,0027,이대역 푸르지오 시티,29.14,202408,21,"25,000",9,법인,개인,2013,신촌로 170,-,직거래,-
1517,서울특별시 마포구 동교동,159-6,0159,0006,파라다이스텔,34.86,202408,21,"25,700",15,개인,개인,2003,양화로 157,-,중개거래,서울 마포구
1518,경기도 용인시 처인구 역북동,756-1,0756,0001,유니버스트윈,26.48,202408,21,"14,000",7,개인,개인,2020,명지로60번길 8-11,-,중개거래,경기 용인시 처인구
1519,서울특별시 마포구 합정동,473,0473,0000,마포 한강 2차 푸르지오,23.65,202408,21,"30,000",12,개인,개인,2016,월드컵로3길 14,-,중개거래,"서울 마포구, 서울 용산구"
1520,부산광역시 금정구 부곡동,395-7,0395,0007,애플타워,38.675,202408,21,"6,000",11,개인,개인,2005,부곡로 36,-,중개거래,부산 금정구
1521,제주특별자치도 제주시 노형동,924-1,0924,0001,이편한세상 시티 노형,127.5622,202408,21,"130,000",17,개인,개인,2019,원노형남1길 11,-,중개거래,제주 제주시
1522,인천광역시 중구 운서동,Feb.94,2794,0002,가나베스트텔2,45.51,202408,21,"9,600",5,법인,개인,2001,흰바위로 45,-,중개거래,인천 중구
1523,경상남도 거창군 거창읍 송정리,248-2,0248,0002,송화오피스텔,52.56,202408,21,"4,500",2,개인,개인,1999,강남로1길 49,-,직거래,-
1524,경상남도 창원시 마산합포구 해운동,Feb.65,0065,0002,한백마이존,35,202408,21,"3,500",4,개인,개인,1999,월영동13길 9,-,중개거래,경남 창원시 마산합포구
1525,경기도 성남시 분당구 서현동,275,0275,0000,라포르테 블랑 서현,54.5263,202408,21,"106,070",3,개인,법인,1997,황새울로311번길 28,-,직거래,-
1526,경기도 군포시 도마교동,478,0478,0000,군포 송정 풍산 리치안,20.43,202408,21,"8,900",7,개인,법인,2021,송부로96번길 12,-,중개거래,"경기 군포시, 경기 수원시 영통구"
1527,서울특별시 강서구 마곡동,758-2,0758,0002,마곡일성트루엘플래닛,21.43,202408,21,"15,500",8,개인,개인,2016,마곡중앙로 161-22,-,중개거래,서울 강서구
1528,경상남도 창원시 성산구 상남동,9월 3일,0009,0003,메르디앙빌딩,25.71,202408,21,"4,000",7,개인,개인,2003,마디미로9번길 7,-,직거래,-
1529,부산광역시 해운대구 좌동,1459-4,1459,0004,신화 하니엘 타워,24.268,202408,21,"3,364",8,개인,법인,2013,해운대로781번길 16,-,직거래,-
1530,부산광역시 해운대구 좌동,1473-6,1473,0006,경동윈츠타워오피스텔,27.578,202408,21,"5,000",15,개인,개인,2003,양운로 59,-,중개거래,부산 해운대구
1531,부산광역시 해운대구 좌동,1485-3,1485,0003,해운대 옥스포드빌딩,27.92,202408,21,"5,800",7,개인,개인,2015, ,-,중개거래,부산 해운대구
1532,경상남도 창원시 성산구 상남동,Mar.71,0071,0003,상남 아크로타워,108.9,202408,21,"33,000",13,개인,개인,2008,중앙대로 48,-,중개거래,경남 창원시 성산구
1533,경기도 용인시 기흥구 보정동,1179,1179,0000,죽전 신세계 쉐덴,146.62,202408,21,"75,000",8,개인,개인,2008,진산로 222,-,중개거래,경기 용인시 기흥구
1534,서울특별시 은평구 진관동,100-3,0100,0003,아이파크 포레스트 게이트,24.91,202408,21,"14,200",9,개인,개인,2013,통일로 1010,-,중개거래,서울 은평구
1535,경상남도 창원시 성산구 상남동,9월 3일,0009,0003,메르디앙빌딩,30.26,202408,21,"4,000",7,개인,개인,2003,마디미로9번길 7,-,직거래,-
1536,경기도 고양시 일산동구 백석동,1322,1322,0000,백석역동문굿모닝힐II,29.33,202408,21,"9,500",3,개인,개인,2004,경의로 25-53,-,중개거래,경기 고양시 일산동구
1537,서울특별시 구로구 신도림동,337,0337,0000,신도림1차푸르지오,37,202408,21,"35,000",19,개인,개인,2007,경인로 661,-,중개거래,서울 구로구
1538,경기도 성남시 수정구 신흥동,65,0065,0000,신흥동 미래타운,78.2525,202408,21,"41,000",3,개인,개인,2017, ,-,중개거래,경기 성남시 수정구
1539,울산광역시 남구 삼산동,218-7,0218,0007,온리원오피스텔,44.1709,202408,21,"17,000",18,개인,개인,2017,삼산로395번길 1,-,중개거래,울산 남구
1540,서울특별시 영등포구 여의도동,12월 3일,0012,0003,(주)신한 여의도 드림리버 오피스텔,24.5,202408,21,"25,500",5,개인,개인,2019,은행로 54,-,중개거래,서울 영등포구
1541,인천광역시 미추홀구 숭의동,148-20,0148,0020,해피드림,79.62,202408,21,"17,000",8,개인,개인,2017,3,-,중개거래,인천 미추홀구
1542,경기도 하남시 망월동,1094,1094,0000,e편한세상 시티 미사,24.903,202408,21,"18,100",18,개인,개인,2019,미사강변중앙로 200,-,중개거래,경기 하남시
1543,울산광역시 남구 신정동,580-1,0580,0001,신정 센텀메르빌,63.3729,202408,21,"16,052",10,개인,법인,2018,돋질로81번길 13,-,직거래,-
1544,경기도 광명시 일직동,509-1,0509,0001,광명역 효성해링턴 타워 The First,24.222,202408,21,"14,500",11,개인,개인,2017, ,-,중개거래,"경기 광명시, 경기 안양시 만안구"
1545,경기도 성남시 분당구 금곡동,147,0147,0000,현대아리온 오피스텔,35.49,202408,21,"24,000",3,개인,개인,2003,성남대로172번길 12,-,중개거래,경기 성남시 분당구
1546,경기도 안산시 상록구 사동,1639,1639,0000,그랑시티자이 2차,59.6025,202408,21,"26,500",8,개인,법인,2020,해양5로 17,-,중개거래,경기 안산시 상록구
1547,전라남도 나주시 빛가람동,279-4,0279,0004,광주전남혁신도시 포레루체오피스텔,26.476,202408,21,"4,400",8,개인,개인,2015, ,-,중개거래,전남 나주시
1548,대전광역시 유성구 도룡동,4월 8일,0004,0008,도룡 코아루 스마트리치,81.8934,202408,21,"50,000",17,개인,개인,2019,엑스포로123번길 34,-,직거래,-
1549,충청남도 홍성군 홍북읍 신경리,907,0907,0000,주1동,22.98,202408,21,"10,000",6,공공기관,개인,2022,상하천로 34,-,중개거래,충남 예산군
1550,인천광역시 미추홀구 용현동,451-63,0451,0063,효성 해링턴타워 인하,30.24,202408,21,"10,000",8,법인,개인,2021,인주대로 148,-,직거래,-
1551,부산광역시 해운대구 우동,1435-3,1435,0003,한일오르듀,69.5762,202408,21,"19,500",14,법인,개인,2005,마린시티3로 37,-,중개거래,부산 해운대구
1552,경기도 파주시 야당동,1056,1056,0000,아이플렉스,26.2164,202408,21,"13,000",4,개인,개인,2018,경의로 1056,-,직거래,-
1553,인천광역시 미추홀구 주안동,394,0394,0000,스위트리아,74.87,202408,21,"17,000",13,개인,개인,2016,53,-,중개거래,인천 미추홀구
1554,서울특별시 동대문구 장안동,374-1,0374,0001,장안현대벤처빌,32.24,202408,21,"12,800",21,개인,개인,2004,장한로 85,-,중개거래,서울 동대문구
1555,경기도 시흥시 배곧동,206-3,0206,0003,배곧두손지젤타워,21.0654,202408,21,"8,000",5,개인,개인,2018,서울대학로278번길 70,-,중개거래,경기 시흥시
1556,충청남도 아산시 배방읍 장재리,1721,1721,0000,코아루 테크노시티 오피스텔,33.66,202408,21,"15,500",17,개인,개인,2021,희망로46번길 8,-,중개거래,충남 아산시
1557,대전광역시 유성구 봉명동,536-9,0536,0009,홍인오피스텔,32.48,202408,21,"3,350",10,개인,개인,1992,대학로 28,-,중개거래,대전 유성구
1558,서울특별시 강북구 번동,446-13,0446,0013,가든타워오피스텔,40.02,202408,21,"16,000",9,개인,개인,1991,도봉로 328,-,중개거래,서울 강북구
1559,충청남도 천안시 서북구 성정동,1274,1274,0000,시떼베르오피스텔,28.96,202408,21,"4,700",7,개인,개인,2004,성정공원6길 1-4,-,직거래,-
1560,대구광역시 북구 칠성동2가,296-2,0296,0002,칠성동2가 296-2 업무시설 (주식회사하나자산신탁),26.2768,202408,20,"12,791",9,법인,개인,2020,중앙대로 513,-,중개거래,대구 중구
1561,경기도 하남시 망월동,1132,1132,0000,퀸즈파크 미사1차,19.2506,202408,20,"13,000",6,개인,개인,2019,미사강변동로84번길 20,-,중개거래,경기 하남시
1562,경기도 안양시 동안구 관양동,1591,1591,0000,평촌아크로타워,66.57,202408,20,"35,500",29,개인,개인,2007,시민대로 230,-,중개거래,경기 안양시 동안구
1563,서울특별시 은평구 진관동,100-4,0100,0004,어드벤스힐 오피스텔,29.79,202408,20,"15,500",5,개인,개인,2013,진관1로 21-35,-,중개거래,서울 은평구
1564,부산광역시 연제구 연산동,1366-1,1366,0001,부산 더샵 시티애비뉴2차,29.98,202408,20,"13,500",9,개인,개인,2016,시청로 12,-,중개거래,부산 연제구
1565,부산광역시 사하구 하단동,510-6,0510,0006,시티파크,27.9,202408,20,"7,250",13,개인,개인,2013,낙동대로 500,20240904,중개거래,부산 사하구
1566,경기도 용인시 기흥구 구갈동,657,0657,0000,기흥역 롯데캐슬 레이시티,22.06,202408,20,"14,950",9,개인,개인,2017, ,-,중개거래,"경기 수원시 영통구, 경기 용인시 기흥구"
1567,경기도 용인시 기흥구 보정동,1261-1,1261,0001,(1261-1),13.088,202408,20,"6,800",9,법인,법인,2005,죽현로 8-22,-,직거래,-
1568,서울특별시 노원구 중계동,509-1,0509,0001,씨앤미,50.35,202408,20,"22,400",6,개인,개인,2004,동일로204가길 34,-,중개거래,서울 노원구
1569,경기도 성남시 분당구 금곡동,170,0170,0000,천사의도시Ⅲ오피스텔,36.16,202408,20,"16,500",4,개인,개인,2004,정자일로6번길 13,-,중개거래,경기 성남시 분당구
1570,경기도 용인시 수지구 동천동,899,0899,0000,분당 수지 유타워,23.68,202408,20,"16,500",15,개인,개인,, ,-,중개거래,경기 용인시 수지구
1571,경기도 고양시 일산동구 정발산동,785,0785,0000,일산현대아이스페이스,175.5,202408,20,"60,000",12,개인,개인,2001,중앙로 1322,-,중개거래,경기 고양시 일산동구
1572,서울특별시 성동구 도선동,46,0046,0000,W에비뉴타워,23.32,202408,20,"23,900",11,개인,개인,2018,왕십리로 320,-,중개거래,서울 성동구
1573,경기도 파주시 야당동,1056,1056,0000,아이플렉스,26.2164,202408,20,"12,000",7,법인,개인,2018,경의로 1056,-,중개거래,경기 파주시
1574,경기도 수원시 팔달구 인계동,1016-2,1016,0002,현대하이엘,29.83,202408,20,"7,500",8,개인,개인,2004,경수대로 438,-,중개거래,"경기 수원시 권선구, 경기 수원시 팔달구"
1575,부산광역시 부산진구 양정동,217,0217,0000,시청센트빌,27.71,202408,20,"4,800",5,개인,개인,2004,중앙대로 981,-,중개거래,부산 부산진구
1576,부산광역시 중구 중앙동1가,2월 23일,0023,0002,프리미엄안단테,27.68,202408,20,"13,000",10,개인,개인,2020,해관로 23,-,중개거래,부산 부산진구
1577,강원특별자치도 강릉시 교동,140-16,0140,0016,강릉역 블루핀,22,202408,20,"9,950",14,개인,개인,2020,강릉대로 285,-,중개거래,강원 강릉시
1578,인천광역시 서구 청라동,160-1,0160,0001,청라린스트라우스,59.992,202408,20,"23,000",5,개인,개인,2013,청라라임로 85,-,중개거래,인천 서구
1579,서울특별시 종로구 충신동,83,0083,0000,지오지안 대학로,20.46,202408,20,"42,858",3,개인,법인,2023,율곡로14길 15-3,-,직거래,-
1580,경기도 화성시 석우동,Jan.36,0036,0001,동탄 삼성쉐르빌,36.707,202408,20,"12,500",10,개인,개인,2011,큰재봉길 23-11,-,중개거래,경기 화성시
1581,서울특별시 강동구 천호동,432-10,0432,0010,쌍용플래티넘리버,32.57,202408,20,"16,700",13,개인,개인,2004,올림픽로 659,-,중개거래,서울 강동구
1582,광주광역시 동구 수기동,92,0092,0000,아트시티 리버파크 모아미래도,24.8457,202408,20,"12,430",19,개인,법인,2021,천변우로 361-15,-,직거래,-
1583,광주광역시 서구 농성동,417-18,0417,0018,골든힐스타워,24.38,202408,20,"6,000",3,개인,개인,2015,죽봉대로78번길 10,-,중개거래,광주 서구
1584,경기도 화성시 향남읍 구문천리,927-9,0927,0009,다인블루빌,50,202408,20,"8,500",11,개인,개인,2009,발안공단로3길 2,-,중개거래,경기 화성시
1585,서울특별시 송파구 문정동,652-1,0652,0001,프라비다옥토,19.74,202408,20,"16,900",8,개인,개인,2016,법원로4길 17,-,중개거래,서울 송파구
1586,광주광역시 서구 치평동,1240-10,1240,0010,수림오피스텔,44.1,202408,20,"4,050",8,개인,개인,2003,시청로50번길 14,-,직거래,-
1587,대전광역시 중구 오류동,154-4,0154,0004,(154-4),46.2,202408,20,"4,000",14,개인,개인,1992,계백로 1719,-,중개거래,대전 중구
1588,경기도 안산시 단원구 성곡동,838-2,0838,0002,아티스큐브 2차,38.1648,202408,20,"26,450",7,개인,법인,2023, ,-,직거래,-
1589,서울특별시 강남구 역삼동,708-20,0708,0020,금천빌딩,29.72,202408,20,"21,000",2,개인,개인,2005,테헤란로52길 15,-,중개거래,서울 강남구
1590,서울특별시 강남구 역삼동,832-33,0832,0033,성우스타우스오피스텔,33.59,202408,20,"24,000",5,법인,개인,2004,역삼로4길 16,-,중개거래,서울 강남구
1591,서울특별시 서초구 서초동,1601-2,1601,0002,그린빌오피스텔,24.15,202408,20,"11,000",11,개인,개인,1999,효령로55길 22,-,직거래,-
1592,충청남도 천안시 서북구 두정동,1361,1361,0000,새아스빌,31.2,202408,20,"3,500",9,개인,개인,2004,두정상가1길 5,-,중개거래,충남 천안시 서북구
1593,전북특별자치도 전주시 완산구 효자동3가,1525-1,1525,0001,1동(1525-1),40.5925,202408,20,"10,000",10,개인,개인,2013,194,-,중개거래,전북 전주시 완산구
1594,서울특별시 종로구 익선동,34,0034,0000,BIZ-WELL 종로 오피스텔,23.14,202408,20,"13,900",4,개인,개인,2004,삼일대로30길 23,-,중개거래,서울 종로구
1595,서울특별시 성동구 성수동2가,277-37,0277,0037,성원상떼뷰오피스텔,28.08,202408,20,"17,100",10,개인,개인,2003,아차산로15길 10,-,중개거래,서울 성동구
1596,경기도 안양시 동안구 관양동,1595-1,1595,0001,동우베스티움타워,75.6,202408,20,"27,000",18,개인,개인,2005,시민대로 281,-,중개거래,경기 안양시 동안구
1597,충청남도 서산시 읍내동,102-125,0102,0125,코오롱 레이크뷰,24.3,202408,20,"8,200",16,개인,개인,2019,안견로 300,-,중개거래,충남 서산시
1598,경기도 성남시 중원구 성남동,2264,2264,0000,성남 모란 지웰에스테이트,52.7978,202408,20,"33,000",13,개인,개인,2020,광명로 67,-,직거래,-
1599,전라남도 목포시 동명동,385,0385,0000,그린오피스텔,32,202408,20,"1,700",5,개인,개인,1999,동명들목로 33,-,중개거래,전남 목포시
1600,대전광역시 유성구 관평동,1342,1342,0000,DTVan 오피스텔,43.18,202408,20,"10,500",8,개인,개인,2011,테크노1로 12-22,-,중개거래,대전 유성구
1601,전라남도 목포시 옥암동,956-3,0956,0003,영신오피스텔,38.72,202408,20,"3,000",6,개인,개인,2001,옥암로124번길 23,20240905,직거래,-
1602,울산광역시 중구 우정동,529,0529,0000,타워더모스트 우정혁신도시,22.57,202408,20,"9,500",10,개인,개인,2018,종가로 313,-,중개거래,울산 중구
1603,경기도 광명시 일직동,509-1,0509,0001,광명역 효성해링턴 타워 The First,23.8807,202408,20,"14,450",14,공공기관,개인,2017, ,-,중개거래,경기 광명시
1604,서울특별시 영등포구 당산동,121-126,0121,0126,(121-126),32.76,202408,20,"16,000",5,개인,개인,1997,버드나루로17길 10,-,직거래,-
1605,경기도 광명시 일직동,517,0517,0000,광명역센트럴자이,22.5635,202408,20,"15,250",13,공공기관,개인,2018,광명역로 28,-,중개거래,경기 광명시
1606,울산광역시 남구 삼산동,1565-13,1565,0013,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",10,법인,법인,2018,화합로178번길 11,-,직거래,-
1607,경기도 성남시 중원구 성남동,3133,3133,0000,성남SY테크노빌,19.55,202408,20,"7,500",10,개인,개인,2003,광명로 49,-,중개거래,"경기 성남시 수정구, 경기 성남시 중원구"
1608,경기도 성남시 중원구 성남동,4169,4169,0000,성남 메트로칸,36.93,202408,20,"19,600",10,개인,개인,2011,성남대로 1133,-,중개거래,경기 성남시 중원구
1609,울산광역시 남구 삼산동,1565-13,1565,0013,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",9,법인,법인,2018,화합로178번길 11,-,직거래,-
1610,울산광역시 남구 삼산동,1565-13,1565,0013,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,827",14,법인,법인,2018,화합로178번길 11,-,직거래,-
1611,경기도 수원시 팔달구 남창동,Jan.85,0085,0001,(85-1),26.07,202408,20,"4,131",2,개인,공공기관,2003,행궁로 35,-,직거래,-
1612,서울특별시 금천구 독산동,1150,1150,0000,금천 롯데캐슬 골드파크 2차,27.03,202408,20,"18,000",7,개인,개인,2017, ,-,중개거래,서울 금천구
1613,울산광역시 남구 삼산동,1565-13,1565,0013,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",7,법인,법인,2018,화합로178번길 11,-,직거래,-
1614,울산광역시 남구 삼산동,1565-13,1565,0013,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",6,법인,법인,2018,화합로178번길 11,-,직거래,-
1615,울산광역시 남구 삼산동,1565-13,1565,0013,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,827",12,법인,법인,2018,화합로178번길 11,-,직거래,-
1616,경상남도 창원시 성산구 중앙동,Feb.99,0099,0002,창원 중앙 블루힐스,21.24,202408,20,"6,500",12,개인,개인,2016,용지로 56,-,중개거래,경남 창원시 성산구
1617,서울특별시 구로구 구로동,103-11,0103,0011,한솔로이젠트,29.4,202408,20,"13,850",11,개인,개인,2006,가마산로 265,-,중개거래,서울 구로구
1618,서울특별시 광진구 중곡동,648-14,0648,0014,아지(AZ)0213,20.85,202408,20,"16,500",8,개인,개인,2015,능동로37길 6-1,-,중개거래,서울 광진구
1619,울산광역시 남구 삼산동,1565-13,1565,0013,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,827",13,법인,법인,2018,화합로178번길 11,-,직거래,-
1620,울산광역시 남구 삼산동,1565-13,1565,0013,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,827",11,법인,법인,2018,화합로178번길 11,-,직거래,-
1621,울산광역시 남구 삼산동,1565-13,1565,0013,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",8,법인,법인,2018,화합로178번길 11,-,직거래,-
1622,경기도 수원시 팔달구 인계동,1131-1,1131,0001,마이홈 오피스텔,47.88,202408,20,"12,800",7,개인,개인,2004,효원로292번길 50,-,중개거래,경기 수원시 영통구
1623,서울특별시 강서구 마곡동,795-2,0795,0002,마곡아이파크,25.285,202408,20,"18,000",8,개인,개인,2016,마곡중앙8로 90,-,중개거래,서울 강서구
1624,서울특별시 강서구 마곡동,773-1,0773,0001,마곡역센트럴푸르지오시티,23.87,202408,20,"18,400",13,개인,개인,2016,마곡중앙6로 10,-,중개거래,서울 강서구
1625,서울특별시 강서구 마곡동,758-4,0758,0004,마곡럭스나인오피스텔,21.87,202408,20,"15,200",12,개인,개인,2016, ,-,중개거래,서울 강서구
1626,서울특별시 강서구 마곡동,773,0773,0000,힐스테이트 에코 마곡역,19.8681,202408,20,"17,000",6,개인,개인,2017,마곡중앙로 76,-,중개거래,서울 강서구
1627,울산광역시 남구 삼산동,1612-2,1612,0002,나인파크 삼산 오피스텔,32.73,202408,20,"11,000",7,개인,개인,2013,화합로 162,-,중개거래,울산 남구
