NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
10338,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,21.5,202408,17,"1,000",75,8,2017,마곡중앙로 161-11,202408~202508,신규,-,,
10339,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,19.58,202408,17,826,25,4,2017,마곡중앙로 161-11,202408~202608,신규,-,,
10340,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,19.58,202408,17,826,26,8,2017,마곡중앙로 161-11,202408~202608,신규,-,,
10341,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,19.58,202408,17,826,26,11,2017,마곡중앙로 161-11,202408~202608,신규,-,,
10342,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,19.58,202408,17,826,26,10,2017,마곡중앙로 161-11,202408~202608,신규,-,,
10343,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,20.21,202408,17,854,26,5,2017,마곡중앙로 161-11,202408~202608,신규,-,,
10344,경기도 부천시 원미구 심곡동,175-6,0175,0006,해태쇼핑,월세,18.2,202408,17,50,30,9,1996,11,202408~202508,신규,-,,
10345,경기도 부천시 원미구 심곡동,140-4,0140,0004,보보스오피스텔,월세,27.74,202408,17,500,40,5,2002,43,202408~202608,신규,-,,
10346,인천광역시 연수구 송도동,190-2,0190,0002,글로벌 캠퍼스 푸르지오,전세,49.32,202408,17,"18,500",0,5,2013,송도문화로28번길 28,202409~202509,갱신,-,"18,500",0
10347,인천광역시 연수구 송도동,190-2,0190,0002,글로벌 캠퍼스 푸르지오,전세,49.32,202408,17,"18,500",0,3,2013,송도문화로28번길 28,202409~202609,신규,-,,
10348,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,19.58,202408,17,826,26,10,2017,마곡중앙로 161-11,202408~202608,신규,-,,
10349,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,20.21,202408,17,854,26,10,2017,마곡중앙로 161-11,202409~202608,신규,-,,
10350,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,19.58,202408,17,826,26,10,2017,마곡중앙로 161-11,202408~202608,신규,-,,
10351,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,19.58,202408,17,826,26,13,2017,마곡중앙로 161-11,202409~202609,신규,-,,
10352,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,19.58,202408,17,826,26,12,2017,마곡중앙로 161-11,202408~202608,신규,-,,
10353,서울특별시 강서구 마곡동,760-1,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,월세,20.21,202408,17,854,26,12,2017,마곡중앙로 161-11,202409~202609,신규,-,,
10354,서울특별시 강서구 마곡동,760,0760,0000,마곡나루역보타닉푸르지오시티,월세,22.17,202408,17,"17,100",10,3,2017, ,202409~202609,갱신,-,"18,500",0
10355,서울특별시 강서구 마곡동,758-4,0758,0004,마곡럭스나인오피스텔,월세,21.87,202408,17,"2,000",70,4,2016, ,202409~202509,갱신,-,"2,000",66
10356,서울특별시 강서구 마곡동,773-3,0773,0003,힐스테이트에코동익,월세,24.57,202408,17,"8,000",40,13,2017, ,202409~202509,갱신,-,"8,000",40
10357,서울특별시 강서구 마곡동,773-3,0773,0003,힐스테이트에코동익,월세,24.57,202408,17,"18,400",10,6,2017, ,202409~202609,신규,-,,
10358,경기도 화성시 오산동,971,0971,0000,동탄역 반도유보라 아이비파크 7.0,전세,56.25,202408,17,"26,000",0,31,2019,동탄광역환승로 63,202409~202609,신규,-,,
10359,경기도 수원시 권선구 권선동,1021-7,1021,0007,시리우스에스,전세,25.44,202408,17,"17,700",0,12,2022,권광로123번길 23,202408~202608,신규,-,,
10360,경기도 화성시 오산동,1089,1089,0000,동탄역 롯데캐슬,월세,23.85,202408,17,"1,000",90,21,2021,동탄역로 150,202409~202509,신규,-,,
10361,경기도 화성시 오산동,1089,1089,0000,동탄역 롯데캐슬,월세,23.85,202408,17,"15,300",25,22,2021,동탄역로 150,202409~202609,갱신,사용,"20,300",0
10362,경기도 화성시 오산동,977-2,0977,0002,동탄역 현대위버포레 오피스텔,전세,50.17,202408,17,"29,000",0,9,2024,동탄기흥로 447-46,202408~202608,신규,-,,
10363,경기도 화성시 오산동,1088-1,1088,0001,동탄역 푸르지오시티,월세,22.26,202408,17,"1,000",75,15,2019,동탄대로 551-16,202408~202508,신규,-,,
10364,인천광역시 연수구 송도동,169,0169,0000,더샵 송도트리플타워 East,전세,27.06,202408,17,"13,200",0,7,2020,송도과학로28번길 8,202409~202508,갱신,-,"16,000",0
10365,인천광역시 연수구 송도동,169,0169,0000,더샵 송도트리플타워 East,전세,27.74,202408,17,"16,000",0,4,2020,송도과학로28번길 8,202408~202608,갱신,사용,"18,000",0
10366,경기도 수원시 장안구 정자동,950,0950,0000,화서역 파크 푸르지오,월세,23.41,202408,17,"1,000",74,4,2021, ,202410~202510,갱신,사용,"1,000",70
10367,경기도 화성시 반송동,Oct.93,0093,0010,동탄 지웰 에스테이트,월세,49.47,202408,17,"1,500",110,5,2011,동탄반석로 160,202408~202508,신규,-,,
10368,경기도 화성시 반송동,Feb.92,0092,0002,마젤란오피스텔,월세,29.09,202408,17,"12,500",10,8,2010,노작로 177,202409~202609,신규,-,,
10369,경기도 화성시 반송동,Jan.90,0090,0001,삼성스마트쉐르빌,전세,29.11,202408,17,"15,000",0,10,2012,노작로 207,202409~202509,갱신,-,"15,000",0
10370,경기도 화성시 반송동,Jan.90,0090,0001,삼성스마트쉐르빌,월세,28.52,202408,17,"13,200",13,23,2012,노작로 207,202410~202610,신규,-,,
10371,서울특별시 강서구 방화동,619-68,0619,0068,에어포스빌,전세,20.79,202408,17,"7,960",0,4,2003,개화동로 551,202409~202609,신규,-,,
10372,서울특별시 강서구 방화동,620-115,0620,0115,라센트로,전세,44.54,202408,17,"29,000",0,10,2022,방화동로3길 23,202410~202610,신규,-,,
10373,서울특별시 구로구 신도림동,276-27,0276,0027,J 1 오피스텔,월세,29.84,202408,17,"1,000",94,4,2022,경인로67나길 51,202408~202508,신규,-,,
10374,서울특별시 구로구 구로동,Apr.98,0098,0004,대림역 와이즈플레이스,월세,29.61,202408,17,"1,000",62,9,2012,가마산로 268,202408~202508,신규,-,,
10375,서울특별시 구로구 구로동,103-6,0103,0006,구로 오네뜨 시티,월세,21.39,202408,17,"13,000",20,12,2022,가마산로 271,202409~202609,신규,-,,
10376,서울특별시 구로구 구로동,186-7,0186,0007,예성유토피아,월세,56.44,202408,17,"1,000",130,12,2005,도림천로 446,202409~202509,신규,-,,
10377,서울특별시 구로구 구로동,May.44,0044,0005,비즈트위트 레인보우,월세,19.61,202408,17,500,58,16,2012,공원로6길 25,202409~202509,갱신,사용,500,56
10378,서울특별시 구로구 구로동,110-5,0110,0005,구로하우비,전세,60.63,202408,17,"30,500",0,4,2004,구로중앙로28길 73,202411~202611,신규,-,,
10379,서울특별시 구로구 구로동,1132-26,1132,0026,중앙오피스텔,월세,17.1,202408,17,"1,000",60,6,2003,시흥대로161길 28,202408~202508,신규,-,,
10380,경기도 화성시 능동,1065-1,1065,0001,동탄 헤리움,월세,21.07,202408,17,500,60,18,2017, ,202408~202508,신규,-,,
10381,인천광역시 연수구 송도동,316,0316,0000,힐스테이트 송도 더테라스,월세,84.04,202408,17,"1,000",130,29,2020, ,202408~202508,신규,-,,
10382,경기도 화성시 능동,1064-1,1064,0001,오디세이 더 테라스뷰,월세,19.14,202408,17,300,48,11,2017,동탄하나1길 47-2,202408~202508,신규,-,,
10383,경기도 화성시 능동,1064-1,1064,0001,오디세이 더 테라스뷰,전세,16.18,202408,17,"9,000",0,6,2017,동탄하나1길 47-2,202410~202610,신규,-,,
10384,경기도 화성시 능동,1065-2,1065,0002,동탄 퍼스트빌스타,월세,20.15,202408,17,500,52,15,2014,동탄원천로 354-11,202408~202508,신규,-,,
10385,경기도 화성시 능동,1065-2,1065,0002,동탄 퍼스트빌스타,월세,20.15,202408,17,500,53,5,2014,동탄원천로 354-11,202408~202508,신규,-,,
10386,경기도 화성시 능동,1065-2,1065,0002,동탄 퍼스트빌스타,월세,20.15,202408,17,500,55,6,2014,동탄원천로 354-11,202409~202609,신규,-,,
10387,인천광역시 연수구 송도동,316,0316,0000,힐스테이트 송도 더테라스,월세,84.09,202408,17,"1,500",125,37,2020, ,202410~202610,신규,-,,
10388,서울특별시 구로구 고척동,137-15,0137,0015,드어반트라움,전세,29.63,202408,17,"25,800",0,9,2021,경서로 62-6,202409~202609,신규,-,,
10389,서울특별시 구로구 오류동,Feb.48,0048,0002,칸타빌레 8차,월세,17.3,202408,17,"13,500",3,8,2022,경인로20나길 12,202410~202610,신규,-,,
10390,인천광역시 연수구 송도동,316,0316,0000,힐스테이트 송도 더테라스,월세,84.09,202408,17,"1,500",125,37,2020, ,-,-,-,,
10391,서울특별시 금천구 가산동,140-15,0140,0015,세림프라미스,전세,23.94,202408,17,"18,500",0,8,2019,디지털로 208-25,202409~202609,신규,-,,
10392,서울특별시 금천구 가산동,144-5,0144,0005,G밸리 노블루체 스위트,월세,29.75,202408,17,"1,500",92,13,2020,가산로9길 17,202409~202609,신규,-,,
10393,서울특별시 금천구 가산동,140-36,0140,0036,비즈트위트 바이올렛 5차,월세,17.76,202408,17,"3,200",33,7,2014,디지털로12길 15,202409~202509,신규,-,,
10394,서울특별시 금천구 가산동,550-17,0550,0017,가산 미소지움,월세,15.88,202408,17,"1,000",60,10,2017,서부샛길 528,202408~202508,신규,-,,
10395,인천광역시 연수구 송도동,316,0316,0000,힐스테이트 송도 더테라스,월세,84.03,202408,17,"3,000",130,20,2020, ,202408~202608,신규,-,,
10396,경기도 김포시 구래동,6871-47,6871,0047,스위트엠 아크라시티2차 R동,월세,21.47,202408,17,300,40,3,2020,김포한강10로133번길 84,202408~202508,신규,-,,
10397,경기도 안양시 동안구 관양동,1608-2,1608,0002,평촌I-PARK,전세,88.4,202408,17,"33,500",0,11,2003,부림로 113,202409~202609,신규,-,,
10398,경기도 김포시 구래동,6871-47,6871,0047,스위트엠 아크라시티2차 R동,월세,21.47,202408,17,300,35,6,2020,김포한강10로133번길 84,202408~202508,신규,-,,
10399,경기도 김포시 구래동,6871-53,6871,0053,현대썬앤빌 더 킹,전세,22.02,202408,17,"7,000",0,4,2022,김포한강10로133번길 40,202409~202609,신규,-,,
10400,경기도 김포시 구래동,6871-53,6871,0053,현대썬앤빌 더 킹,전세,25.83,202408,17,"10,000",0,9,2022,김포한강10로133번길 40,202409~202609,신규,-,,
10401,경기도 김포시 구래동,Apr.81,6881,0004,태림 더 끌리움 1차,월세,35.24,202408,17,500,70,19,2018,김포한강9로75번길 142,202408~202508,신규,-,,
10402,경기도 김포시 구래동,Mar.81,6881,0003,김포 안강 럭스나인,월세,21.75,202408,17,300,40,7,2018,김포한강9로75번길 132,202408~202508,신규,-,,
10403,경기도 김포시 구래동,Jun.79,6879,0006,NK리움힐오피스텔,월세,27.18,202408,17,500,57,6,2019,김포한강4로 547,202408~202508,신규,-,,
10404,세종특별자치시  산울동,152-1,0152,0001,산울마을 7단지,월세,23.29,202408,17,500,50,4,2024,산울7로 11,202408~202508,신규,-,,
10405,서울특별시 금천구 독산동,1156,1156,0000,금천 롯데캐슬 골드파크 4차,전세,24.64,202408,17,"18,000",0,8,2019,시흥대로 315,202409~202609,신규,-,,
10406,서울특별시 금천구 독산동,1000-5,1000,0005,아크로타워Ⅱ,전세,22.22,202408,17,"22,000",0,8,2022,벚꽃로 154-1,202410~202610,신규,-,,
10407,서울특별시 금천구 독산동,1006-97,1006,0097,신독산역 갤러리 휴리움,전세,29.96,202408,17,"23,500",0,7,2022,벚꽃로10길 77,202410~202610,신규,-,,
10408,인천광역시 중구 중산동,1873-21,1873,0021,광영스너그에어시티,월세,24.29,202408,17,"2,000",30,6,2023,영종대로 875,202408~202508,신규,-,,
10409,인천광역시 중구 중산동,1873-20,1873,0020,리베라베리움 영종,월세,19.85,202408,17,300,40,20,2019,영종대로 881,202408~202508,신규,-,,
10410,서울특별시 성동구 용답동,228-8,0228,0008,더 마크,전세,33.25,202408,17,"25,000",0,6,2020,자동차시장1길 25,202409~202609,신규,-,,
10411,서울특별시 성동구 용답동,238-12,0238,0012,서희스타힐스리버파크,월세,20.21,202408,17,"12,000",15,4,2016,가람길 287,202410~202609,신규,-,,
10412,서울특별시 성동구 용답동,238-12,0238,0012,서희스타힐스리버파크,월세,21.9,202408,17,"12,600",10,14,2016,가람길 287,202409~202609,신규,-,,
10413,경기도 김포시 풍무동,827,0827,0000,풍무역 봄 빌딩,월세,21.23,202408,17,500,49,10,2019,유현로237번길 88,202409~202509,신규,-,,
10414,경기도 김포시 풍무동,863,0863,0000,풍무 메트로프라임1차,월세,17.95,202408,17,500,50,10,2020,풍무로 202,202408~202508,신규,-,,
10415,인천광역시 중구 운서동,Jul.87,3087,0007,영종 듀클래스 운서역,월세,19.93,202408,17,500,60,10,2024,영종대로 178,202408~202508,신규,-,,
10416,인천광역시 중구 운서동,Feb.89,2789,0002,시에로빌오피스텔,월세,35.1,202408,17,300,40,9,2002,영종대로 90,202408~202508,신규,-,,
10417,경기도 김포시 운양동,1296-7,1296,0007,김포한강 운양역 헤리움 리버테라스,월세,21.68,202408,17,500,50,4,2018,김포한강11로 288-37,202408~202508,신규,-,,
10418,경기도 김포시 운양동,1307-6,1307,0006,노블팰리스,월세,38.35,202408,17,"1,000",70,3,2018,김포한강1로 274,202409~202508,신규,-,,
10419,서울특별시 용산구 문배동,11월 10일,0011,0010,용산KCC웰츠타워,전세,29.97,202408,17,"25,500",0,4,2015,백범로90길 90,202409~202609,신규,-,,
10420,경기도 성남시 중원구 성남동,3135,3135,0000,지앤느 모란,월세,21.42,202408,17,"13,800",13,3,2020,산성대로 136,202410~202610,신규,-,,
10421,경기도 성남시 중원구 성남동,3135,3135,0000,지앤느 모란,월세,21.42,202408,17,"13,770",13,3,2020,산성대로 136,202410~202610,신규,-,,
10422,경기도 성남시 중원구 성남동,1404,1404,0000,성남 센트럴 푸르지오 시티,월세,20.39,202408,17,"1,000",63,12,2017,광명로 89,202408~202508,신규,-,,
10423,경기도 성남시 중원구 성남동,2264,2264,0000,성남 모란 지웰에스테이트,월세,25.57,202408,17,"1,000",68,9,2020,광명로 67,202408~202508,신규,-,,
10424,경기도 성남시 중원구 성남동,1404,1404,0000,성남 센트럴 푸르지오 시티,전세,23.54,202408,17,"17,500",0,2,2017,광명로 89,202409~202609,갱신,사용,"17,500",0
10425,인천광역시 중구 운서동,Jul.93,3093,0007,글래드빌,월세,20,202408,17,500,68,3,2021,흰바위로 103,202408~202508,신규,-,,
10426,인천광역시 중구 운서동,Jul.92,3092,0007,프라임시티 2,월세,21.21,202408,17,500,55,7,2019,햇내로 18,202408~202508,신규,-,,
10427,서울특별시 영등포구 영등포동1가,Feb.94,0094,0002,여의도더리브스타일,전세,19.36,202408,17,"19,800",0,8,2020,경인로 900,202409~202609,갱신,-,"18,900",0
10428,서울특별시 영등포구 영등포동1가,121-3,0121,0003,명남더블레스,월세,18.24,202408,17,"19,000",8,3,2021,경인로108길 6,202409~202609,신규,-,,
10429,서울특별시 영등포구 영등포동1가,1월 26일,0026,0001,여의도광장,월세,16.32,202408,17,"15,500",5,8,2020,경인로114길 20,202409~202609,신규,-,,
10430,서울특별시 영등포구 영등포동1가,28,0028,0000,GOODTV GL타워,월세,18.06,202408,17,"15,000",5,5,2014,경인로114길 14,202410~202610,신규,-,,
10431,경기도 파주시 와동동,1433,1433,0000,운정역 센트럴 하이뷰,월세,19.41,202408,17,500,48,8,2021,경의로 1240,202409~202509,신규,-,,
10432,서울특별시 영등포구 영등포동2가,94-154,0094,0154,여의도 디앤써밋,전세,27.98,202408,17,"23,550",0,10,2019,버드나루로 23,-,-,-,,
10433,서울특별시 영등포구 영등포동2가,29-58,0029,0058,영등포 오피스텔,전세,20.6,202408,17,"12,200",0,8,2014,버드나루로7길 11,202409~202609,신규,-,,
10434,서울특별시 영등포구 영등포동3가,4월 1일,0004,0001,여의도 포레스트 시티,월세,18.56,202408,17,"1,000",75,9,2021,영등포로 234,202410~202610,신규,-,,
10435,서울특별시 영등포구 영등포동4가,443,0443,0000,영등포 센트럴 푸르지오 시티,월세,29.46,202408,17,"1,000",95,24,2013,문래로 180,202408~202508,신규,-,,
10436,서울특별시 영등포구 영등포동4가,117-7,0117,0007,스퀘어뷰,월세,22.08,202408,17,"1,000",80,2,2016,영신로30길 11,202408~202508,신규,-,,
10437,서울특별시 영등포구 영등포동6가,3월 2일,0003,0002,양우화인텔,월세,31.75,202408,17,"1,000",65,7,1999,영등포로35길 10,202408~202608,신규,-,,
10438,서울특별시 영등포구 영등포동7가,Feb.91,0091,0002,블리스 다임빌,월세,22.12,202408,17,"27,100",5,2,2018,국회대로54길 2,202411~202610,신규,-,,
10439,서울특별시 영등포구 영등포동7가,Feb.91,0091,0002,블리스 다임빌,월세,22.12,202408,17,"29,000",13,8,2018,국회대로54길 2,202410~202610,신규,-,,
10440,서울특별시 영등포구 영등포동7가,Feb.91,0091,0002,블리스 다임빌,월세,22.12,202408,17,"29,000",13,8,2018,국회대로54길 2,202410~202610,신규,-,,
10441,서울특별시 영등포구 영등포동7가,94-299,0094,0299,아크로조인,월세,42.03,202408,17,"29,200",8,7,2018,버드나루로11길 11,202408~202608,갱신,-,"29,400",0
10442,서울특별시 영등포구 영등포동7가,94-187,0094,0187,청호오피스텔,월세,15.45,202408,17,"7,660",22,6,2008,버드나루로7길 12-18,202409~202609,신규,-,,
10443,서울특별시 용산구 원효로1가,120-22,0120,0022,용산2차휴먼타운,전세,29.94,202408,17,"29,700",0,14,2018,백범로90라길 38,202408~202512,갱신,사용,"29,700",0
10444,서울특별시 용산구 원효로1가,119-13,0119,0013,오피스텔 채원,월세,22.22,202408,17,"15,000",45,12,2021,백범로90라길 48,202408~202508,신규,-,,
10445,경기도 파주시 야당동,1050,1050,0000,운정 야당역 헤리움,월세,22.05,202408,17,500,58,11,2019,경의로 1030,202409~202509,신규,-,,
10446,경기도 파주시 야당동,1056-2,1056,0002,센트럴파크리움,월세,20.09,202408,17,300,55,9,2019,경의로 1050,202409~202509,갱신,-,300,53
10447,경기도 파주시 야당동,1050,1050,0000,운정 야당역 헤리움,월세,22.05,202408,17,300,57,12,2019,경의로 1030,202409~202509,갱신,-,300,55
10448,서울특별시 중구 중림동,363,0363,0000,쌍용 더 플래티넘 서울역,월세,18.36,202408,17,"1,000",105,7,2023,청파로 454,202409~202508,신규,-,,
10449,서울특별시 영등포구 여의도동,13,0013,0000,여의도파라곤,전세,47.54,202408,17,"31,000",0,12,2005,국회대로 800,202409~202609,신규,-,,
10450,경기도 하남시 학암동,661,0661,0000,위례 효성해링턴 타워,전세,47.89,202408,17,"35,000",0,10,2016,위례대로 190,202410~202510,신규,-,,
10451,경기도 하남시 학암동,654,0654,0000,위례 지웰푸르지오,전세,84.61,202408,17,"53,000",0,14,2018,위례대로 220-1,202409~202509,갱신,-,"50,715",0
10452,서울특별시 영등포구 당산동3가,6월 3일,0006,0003,당산동 디벨리움,월세,26.01,202408,17,"26,000",15,8,2019,양산로 141,202409~202609,신규,-,,
10453,서울특별시 영등포구 당산동3가,Jan.80,0080,0001,리앤나빌리지,월세,30.85,202408,17,"14,500",28,2,2004,국회대로36길 17,202409~202609,신규,-,,
10454,경기도 부천시 소사구 소사본동,Jun.65,0065,0006,소사역 힐스센텀,월세,57.07,202408,17,"3,000",120,17,2017,376,202408~202608,신규,-,,
10455,경기도 하남시 풍산동,527-1,0527,0001,미사강변 유림 노르웨이숲,월세,25.05,202408,17,"2,000",65,14,2019,조정대로 65,202408~202508,신규,-,,
10456,경기도 하남시 풍산동,527,0527,0000,인스타시티,전세,26.03,202408,17,"11,550",0,10,2019,조정대로 71,202409~202609,갱신,사용,"11,000",0
10457,서울특별시 중구 황학동,846,0846,0000,신당블루카운티,월세,44.66,202408,17,"3,000",120,2,2016, ,202408~202508,신규,-,,
10458,서울특별시 중구 황학동,1715,1715,0000,디아레나청계,월세,36.07,202408,17,"30,000",10,2,2021,난계로21길 22,202409~202609,신규,-,,
10459,서울특별시 중구 황학동,1744-1,1744,0001,다올 노블리움 B동,월세,46.2,202408,17,"2,000",120,3,2014,난계로17길 58-16,202409~202609,신규,-,,
10460,서울특별시 영등포구 당산동5가,9월 3일,0009,0003,당산역해링턴타워,월세,23.92,202408,17,"5,000",65,5,2015, ,202408~202508,신규,-,,
10461,서울특별시 영등포구 당산동,121-69,0121,0069,(121-69),전세,14.88,202408,17,"10,000",0,5,2011,버드나루로23길 21,202408~202608,신규,-,,
10462,서울특별시 영등포구 도림동,229-2,0229,0002,도림동  디에이원파크,전세,29.47,202408,17,"30,000",0,9,2024,도신로15다길 32,202409~202609,신규,-,,
10463,부산광역시 사상구 괘법동,542-4,0542,0004,태영아너스,월세,26.68,202408,17,"1,000",41,2,2021,광장로97번길 11,202408~202508,신규,-,,
10464,부산광역시 사상구 괘법동,984,0984,0000,센트럴 스타힐스,전세,45.51,202408,17,"17,000",0,27,2022,사상로223번길 23,202410~202610,신규,-,,
10465,서울특별시 영등포구 문래동5가,4월 23일,0023,0004,명지 페르마타,월세,25.93,202408,17,"5,000",34,11,2004,선유서로 15,202409~202509,신규,-,,
10466,서울특별시 영등포구 문래동6가,16,0016,0000,문래파라곤 201동,전세,87.85,202408,17,"48,500",0,3,2005,선유로13길 11,202409~202609,신규,-,,
10467,충청북도 청주시 흥덕구 오송읍 연제리,664,0664,0000,두산위브 센티움,월세,23.7,202408,17,400,35,2,2014,오송생명3로 31,202404~202504,신규,-,,
10468,서울특별시 중구 오장동,145-1,0145,0001,오렌지카운티을지로,전세,16.32,202408,17,"15,750",0,7,2020,동호로33길 15,202410~202610,갱신,사용,"15,000",0
10469,서울특별시 중구 필동1가,3월 5일,0003,0005,브릴란테 남산,전세,18.16,202408,17,"23,700",0,12,2023,수표로2길 22,202409~202609,신규,-,,
10470,서울특별시 영등포구 양평동5가,1월 22일,0022,0001,큐브스테이트,전세,32.49,202408,17,"28,300",0,2,2018, ,202409~202509,갱신,사용,"26,985",0
10471,서울특별시 영등포구 신길동,449-20,0449,0020,콘펠리체,월세,16.82,202408,17,"1,000",75,4,2018,영등포로 402,202409~202509,신규,-,,
10472,서울특별시 동작구 사당동,1049-8,1049,0008,더원캐슬,월세,23.65,202408,17,"24,550",9,4,2020,남부순환로 2021-1,202409~202609,갱신,-,"25,200",0
10473,서울특별시 동작구 신대방동,719,0719,0000,동작상떼빌,월세,61.37,202408,17,"15,000",70,6,2006,신대방1가길 38,202409~202610,신규,-,,
10474,서울특별시 관악구 봉천동,731-1,0731,0001,칸타빌레7차,월세,15.56,202408,17,"1,000",76,6,2020,보라매로 25,202409~202512,신규,-,,
10475,서울특별시 관악구 봉천동,731-1,0731,0001,칸타빌레7차,월세,15.56,202408,17,"5,000",48,9,2020,보라매로 25,202409~202509,신규,-,,
10476,서울특별시 관악구 봉천동,41-306,0041,0306,보성오피스텔,월세,17.4,202408,17,"1,000",40,5,2001,관악로25길 17,202409~202608,신규,-,,
10477,서울특별시 관악구 신림동,1474-15,1474,0015,몽삐에뜨골드,전세,24.18,202408,17,"21,500",0,6,2020,남부순환로 1466,202410~202610,신규,-,,
10478,경기도 수원시 영통구 원천동,604,0604,0000,광교 더샵,전세,83.66,202408,17,"42,000",0,37,2018,광교호수로 15,202409~202609,갱신,사용,"42,000",0
10479,경기도 수원시 영통구 원천동,605,0605,0000,더샵 광교레이크시티,전세,21.9,202408,17,"17,000",0,14,2022,광교호수공원로 20,-,-,-,,
10480,서울특별시 관악구 신림동,1638-1,1638,0001,삼모 더 프라임 타워,월세,23.89,202408,17,"1,000",65,14,2011,신원로 35,202408~202508,신규,-,,
10481,서울특별시 서초구 서초동,1598-9,1598,0009,서초프라비다,월세,14.48,202408,17,"3,000",60,8,2014,서초중앙로 65,202409~202509,신규,-,,
10482,서울특별시 서초구 서초동,1445-14,1445,0014,더?서초,전세,38.94,202408,17,"30,000",0,22,2006,서초중앙로 14,202409~202609,신규,-,,
10483,서울특별시 서초구 서초동,1445-14,1445,0014,더?서초,월세,38.94,202408,17,"15,000",75,11,2006,서초중앙로 14,202408~202608,신규,-,,
10484,서울특별시 서초구 서초동,1362-18,1362,0018,유암오피스텔,전세,50.63,202408,17,"35,000",0,8,2009,강남대로37길 24,202410~202609,신규,-,,
10485,서울특별시 서초구 서초동,1582-3,1582,0003,서초센트럴IPARK,전세,24.76,202408,17,"29,000",0,4,2020,반포대로18길 36,202409~202609,갱신,사용,"29,000",0
10486,서울특별시 서초구 서초동,1582-3,1582,0003,서초센트럴IPARK,전세,54.55,202408,17,"67,200",0,20,2020,반포대로18길 36,-,-,-,,
10487,서울특별시 서초구 서초동,1337-2,1337,0002,아크로텔 강남역,전세,23.66,202408,17,"24,000",0,19,2016,효령로77길 34,202408~202508,갱신,-,"24,000",0
10488,경기도 성남시 수정구 창곡동,560,0560,0000,남위례역아이파크,전세,47.3,202408,17,"40,000",0,4,2017, ,202411~202611,신규,-,,
10489,경기도 성남시 수정구 창곡동,560-1,0560,0001,남위례역 푸르지오 시티,월세,35.43,202408,17,"3,000",130,18,2018, ,202410~202510,신규,-,,
10490,경기도 부천시 원미구 춘의동,158-2,0158,0002,고웰 스테이,월세,61.24,202408,17,"3,000",100,16,2022,77,202408~202508,신규,-,,
10491,경기도 성남시 분당구 정자동,2월 16일,0016,0002,정자동2차푸르지오시티,월세,30.89,202408,17,"1,000",100,12,2013,정자일로 197,202408~202508,신규,-,,
10492,서울특별시 종로구 숭인동,1425,1425,0000,한라 운종가,월세,24.54,202408,17,"1,000",110,7,2022,종로66길 27,202408~202508,신규,-,,
10493,서울특별시 종로구 숭인동,317-48,0317,0048,헤스티아,전세,13.12,202408,17,"13,000",0,6,2020,종로56길 37,202409~202609,신규,-,,
10494,서울특별시 종로구 숭인동,1392,1392,0000,-1392,월세,20.18,202408,17,"5,000",40,6,2013,난계로29가길 17,202409~202609,신규,-,,
10495,서울특별시 종로구 숭인동,313-17,0313,0017,우평 원더라움 스투디오,전세,24.68,202408,17,"27,700",0,14,2022,지봉로 22,202409~202609,신규,-,,
10496,경기도 수원시 영통구 이의동,1336-1,1336,0001,광교엘포트아이파크,전세,21.58,202408,17,"17,000",0,12,2018,광교중앙로 145,202408~202608,갱신,사용,"19,500",0
10497,경기도 수원시 영통구 이의동,1351-4,1351,0004,e편한세상 시티 광교,월세,39.83,202408,17,"2,000",130,9,2023,도청로 103,202408~202508,신규,-,,
10498,경기도 수원시 영통구 이의동,1338,1338,0000,광교센트럴푸르지오시티,전세,22.62,202408,17,"14,200",0,10,2015,도청로 10,202409~202609,신규,-,,
10499,경기도 수원시 영통구 이의동,1351-6,1351,0006,광교유니코어,월세,20.43,202408,17,500,68,12,2018,도청로 95,202409~202509,신규,-,,
10500,경기도 수원시 영통구 이의동,1338,1338,0000,광교센트럴푸르지오시티,월세,22.62,202408,17,"1,000",72,11,2015,도청로 10,202408~202508,신규,-,,
