,NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
213,214,서울특별시 관악구 신림동,94-208,94,208,엘리젠트오피스텔,32.4,202409,9,"13,700",7,개인,개인,2004.0,쑥고개로 9,-,중개거래,서울 관악구
214,215,서울특별시 서초구 양재동,275-4,275,4,트윈타워,24.07,202409,9,"13,800",13,개인,개인,1991.0,마방로10길 15,-,중개거래,서울 서초구
215,216,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,410",7,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
216,217,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,410",7,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
217,218,울산광역시 울주군 삼남읍 신화리,1605-3,1605,3,울산역 신한디아채시티,18.29,202409,9,"6,000",5,개인,개인,2019.0, 30-24,-,직거래,-
218,219,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.57,202409,9,"14,410",7,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
219,220,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,410",7,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
220,221,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.26,202409,9,"14,410",7,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
221,222,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,410",8,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
222,223,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,410",8,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
223,224,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,410",8,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
224,225,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,410",8,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
225,226,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.57,202409,9,"14,410",8,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
226,227,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,410",8,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
227,228,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.26,202409,9,"14,410",8,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
228,229,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,710",9,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
229,230,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,710",9,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
230,231,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,710",9,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
231,232,울산광역시 울주군 삼남읍 신화리,1605-3,1605,3,울산역 신한디아채시티,18.29,202409,9,"6,000",5,개인,개인,2019.0, 30-24,-,직거래,-
232,233,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,710",9,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
233,234,울산광역시 울주군 언양읍 서부리,357-8,357,8,호수빌,84.9768,202409,9,"15,000",6,개인,개인,2016.0,방천3길 5-6,-,직거래,-
234,235,서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,27.09,202409,9,"24,000",5,개인,개인,2004.0,테헤란로88길 10,-,중개거래,서울 강남구
235,236,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.57,202409,9,"14,710",9,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
236,237,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,710",9,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
237,238,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.26,202409,9,"14,710",9,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
238,239,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,710",10,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
239,240,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,710",10,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
240,241,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,710",10,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
241,242,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,710",10,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
242,243,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.57,202409,9,"14,710",10,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
243,244,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,710",10,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
244,245,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.26,202409,9,"14,710",10,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
245,246,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,710",11,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
246,247,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,710",11,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
247,248,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,710",11,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
248,249,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"14,710",11,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
249,250,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.57,202409,9,"14,710",11,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
250,251,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"14,710",11,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
251,252,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.26,202409,9,"14,710",11,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
252,253,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"15,010",12,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
253,254,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"15,010",12,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
254,255,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"15,010",12,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
255,256,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"15,010",12,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
256,257,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.57,202409,9,"15,010",12,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
257,258,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"15,010",12,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
258,259,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.26,202409,9,"15,010",12,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
259,260,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"15,010",13,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
260,261,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"15,010",13,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
261,262,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"15,010",13,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
262,263,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"15,010",13,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
263,264,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.57,202409,9,"15,010",13,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
264,265,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"15,010",13,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
265,266,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.26,202409,9,"15,010",13,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
266,267,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"15,010",14,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
267,268,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.74,202409,9,"15,010",14,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
268,269,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"15,010",14,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
269,270,부산광역시 부산진구 양정동,388-8,388,8,KM럭채움,29.96,202409,9,"15,010",14,법인,법인,2023.0,거제대로60번길 20,-,직거래,-
