,NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1714,1715,경기도 하남시 덕풍동,742,742,0,트윈렉스(II),33.72,202408,19,"13,500",6,개인,개인,2011.0,덕풍동로 111-50,-,중개거래,경기 하남시
1715,1716,경기도 안산시 단원구 선부동,1177,1177,0,안산 메트로타운 푸르지오힐스테이트,18.5362,202408,19,"6,700",23,개인,개인,2018.0, ,-,중개거래,경기 안산시 단원구
1716,1717,부산광역시 강서구 송정동,1627-5,1627,5,송정 삼정그린코아 더시티,21.743,202408,19,"7,000",16,개인,개인,2021.0,녹산산단335로 7,-,직거래,-
1717,1718,서울특별시 강남구 수서동,716,716,0,사이룩스,38.02,202408,19,"27,900",5,개인,개인,2003.0,광평로 295,-,중개거래,서울 강남구
1718,1719,서울특별시 강남구 수서동,716,716,0,사이룩스,38.02,202408,19,"27,900",5,개인,개인,2003.0,광평로 295,20240903,중개거래,서울 강남구
1719,1720,광주광역시 광산구 송정동,859-3,859,3,현대디에코1차,26.6157,202408,19,"5,000",11,개인,개인,2016.0, ,-,중개거래,광주 광산구
1720,1721,부산광역시 연제구 연산동,479-7,479,7,삼호라이프레포츠텔,24.75,202408,19,"3,950",10,개인,개인,1993.0,과정로 137,-,중개거래,부산 동래구
1721,1722,서울특별시 강남구 삼성동,143-48,143,48,대종빌딩,31.5,202408,19,"29,600",12,법인,개인,1991.0,테헤란로 435,-,직거래,-
1722,1723,서울특별시 강남구 역삼동,736-24,736,24,엘지역삼에클라트,28.64,202408,19,"18,800",7,개인,개인,2004.0,테헤란로20길 19,-,중개거래,서울 강남구
1723,1724,경기도 남양주시 다산동,6020,6020,0,다산리코빌,58.84,202408,19,"35,000",2,개인,개인,2019.0,다산순환로 220,-,중개거래,경기 남양주시
1724,1725,대전광역시 유성구 봉명동,535-6,535,6,현대리조텔,25.2,202408,19,"2,200",11,개인,개인,1992.0,대학로 27,-,중개거래,대전 유성구
1725,1726,충청남도 천안시 서북구 백석동,1054,1054,0,천안 백석 하우스토리 엔시티,20.96,202408,19,"6,500",4,법인,개인,2020.0,한들1로 218,-,중개거래,충남 천안시 서북구
1726,1727,서울특별시 서대문구 충정로2가,192,192,0,서대문 디오빌 오피스텔,25.35,202408,18,"18,000",5,개인,개인,2009.0,충정로 59,-,중개거래,서울 서대문구
1727,1728,부산광역시 금정구 장전동,607-7,607,7,허브팰리스 장전,75.7627,202408,18,"29,000",2,개인,개인,2019.0,식물원로9번길 10,-,중개거래,부산 금정구
1728,1729,경기도 수원시 영통구 이의동,1336-1,1336,1,광교엘포트아이파크,22.83,202408,18,"17,500",20,개인,개인,2018.0,광교중앙로 145,-,중개거래,경기 수원시 영통구
1729,1730,경기도 하남시 망월동,1100,1100,0,힐스테이트미사역그랑파사쥬(12-1BL),84.9118,202408,18,"70,000",17,개인,개인,2020.0,미사강변동로 95,-,중개거래,경기 하남시
1730,1731,서울특별시 강남구 역삼동,719-24,719,24,역삼역센트럴푸르지오시티,39.304,202408,18,"57,000",7,개인,개인,2019.0,언주로85길 32,-,중개거래,서울 강남구
1731,1732,서울특별시 강남구 수서동,716,716,0,사이룩스,51.38,202408,18,"42,000",4,개인,개인,2003.0,광평로 295,-,중개거래,서울 강남구
1732,1733,서울특별시 서대문구 홍은동,274-99,274,99,홍은그린아파트,98.61,202408,18,"36,000",2,개인,개인,2003.0,모래내로 352-9,-,중개거래,서울 광진구
1733,1734,서울특별시 성북구 보문동2가,111,111,0,이-파크,24.94,202408,18,"12,500",4,개인,개인,2002.0,지봉로24길 5,-,중개거래,서울 성북구
1734,1735,경상북도 안동시 풍천면 갈전리,1648,1648,0,코아루어반스위트,57.09,202408,18,"20,500",2,개인,개인,2017.0, ,-,직거래,-
1735,1736,서울특별시 강북구 번동,449-22,449,22,삼보힐,37.45,202408,18,"16,500",14,개인,개인,2010.0,덕릉로 93,-,중개거래,서울 강북구
1736,1737,경기도 안산시 단원구 고잔동,526,526,0,리베르 오피스텔,20.77,202408,18,"7,500",9,개인,개인,2017.0,원고잔로 6,-,중개거래,경기 안산시 단원구
1737,1738,경상남도 창원시 마산회원구 회원동,5월 25일,25,5,아세아포스,39.0,202408,18,"2,600",7,법인,개인,2005.0,북성로 178,-,중개거래,경남 창원시 마산합포구
1738,1739,광주광역시 북구 양산동,796,796,0,유탑 유블레스 스카이뷰,84.3062,202408,18,"20,500",13,개인,개인,2019.0,하서로 384,-,중개거래,광주 광산구
1739,1740,경기도 광명시 일직동,509-1,509,1,광명역 효성해링턴 타워 The First,23.8032,202408,18,"14,800",16,개인,개인,2017.0, ,-,중개거래,경기 광명시
1740,1741,경기도 부천시 원미구 상동,442-1,442,1,상동 대우마이빌,30.32,202408,17,"8,200",5,개인,개인,2003.0,140,-,중개거래,경기 부천시 원미구
1741,1742,서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,19.17,202408,17,"11,400",4,개인,개인,2014.0,지봉로4길 13,-,중개거래,서울 성북구
1742,1743,경기도 군포시 산본동,1123-2,1123,2,인베스텔,31.19,202408,17,"10,400",12,개인,개인,2003.0,산본천로 62,-,중개거래,경기 군포시
1743,1744,경기도 안양시 동안구 관양동,1591-12,1591,12,평촌자이엘라,29.007,202408,17,"24,300",20,개인,개인,2019.0,관평로 183,-,중개거래,경기 안양시 동안구
1744,1745,경기도 김포시 구래동,Mar.81,6881,3,김포 안강 럭스나인,27.8908,202408,17,"10,200",18,기타,개인,2018.0,김포한강9로75번길 132,-,중개거래,경기 김포시
1745,1746,부산광역시 강서구 명지동,Feb.04,3604,2,부산 명지 제나우스 블루오션 오피스텔,38.72,202408,17,"13,400",20,개인,개인,2020.0,명지국제2로 16,-,중개거래,부산 강서구
1746,1747,경기도 하남시 망월동,1081,1081,0,효성헤링턴타워퍼스트 미사역,29.61,202408,17,"22,900",15,개인,개인,2018.0,아리수로 570,-,중개거래,경기 하남시
1747,1748,경기도 수원시 장안구 정자동,950,950,0,화서역 파크 푸르지오,49.14,202408,17,"32,900",28,개인,개인,2021.0, ,-,중개거래,경기 수원시 장안구
1748,1749,서울특별시 마포구 공덕동,463,463,0,마포현대하이엘,50.046,202408,17,"35,300",14,개인,개인,2005.0,마포대로 173,-,중개거래,서울 마포구
1749,1750,경기도 성남시 분당구 정자동,2월 17일,17,2,백궁 동양파라곤,30.5,202408,17,"26,800",10,개인,개인,2004.0,느티로 22,-,중개거래,경기 성남시 분당구
1750,1751,서울특별시 은평구 진관동,100-3,100,3,아이파크 포레스트 게이트,24.91,202408,17,"13,450",8,개인,개인,2013.0,통일로 1010,-,중개거래,서울 은평구
1751,1752,인천광역시 부평구 부평동,341-12,341,12,풀하우스,63.7,202408,17,"20,600",13,개인,개인,2017.0, ,-,중개거래,인천 부평구
1752,1753,서울특별시 영등포구 양평동1가,192,192,0,성운타운,34.29,202408,17,"33,900",7,개인,개인,2018.0,영등포로13길 7,-,중개거래,서울 영등포구
1753,1754,경기도 고양시 일산동구 백석동,1288,1288,0,백석동 대우IAAN,73.7275,202408,17,"27,800",10,개인,개인,2005.0,강석로 33,-,중개거래,"경기 고양시 덕양구, 경기 고양시 일산동구"
1754,1755,서울특별시 종로구 숭인동,318-2,318,2,삼전솔하임4차,19.17,202408,17,"11,400",4,개인,개인,2014.0,지봉로4길 13,20240903,중개거래,서울 성북구
1755,1756,서울특별시 영등포구 문래동6가,8,8,0,문래임광그대가,88.3,202408,17,"68,500",14,개인,개인,2005.0,선유로 71,-,중개거래,서울 영등포구
1756,1757,경기도 수원시 영통구 이의동,1351-6,1351,6,광교유니코어,20.43,202408,17,"12,900",12,개인,개인,2018.0,도청로 95,-,중개거래,경기 수원시 영통구
1757,1758,서울특별시 서초구 잠원동,4월 15일,15,4,신사샤르망에스,20.46,202408,17,"21,000",12,개인,개인,2008.0,나루터로 69,-,중개거래,서울 서초구
1758,1759,경기도 하남시 망월동,1081,1081,0,효성헤링턴타워퍼스트 미사역,29.61,202408,17,"22,900",15,개인,개인,2018.0,아리수로 570,-,중개거래,경기 하남시
1759,1760,서울특별시 관악구 남현동,602-54,602,54,네스코 승방,43.27,202408,17,"36,800",3,개인,개인,2016.0,승방6길 18,-,중개거래,"서울 관악구, 서울 동작구"
1760,1761,경기도 시흥시 배곧동,223-1,223,1,다인로얄팰리스 배곧플러스 9차,33.7952,202408,17,"13,500",12,개인,개인,2019.0,서울대학로264번길 22,-,중개거래,경기 시흥시
1761,1762,경기도 김포시 구래동,Mar.81,6881,3,김포 안강 럭스나인,27.8908,202408,17,"10,200",18,기타,개인,2018.0,김포한강9로75번길 132,20240819,중개거래,경기 김포시
1762,1763,서울특별시 양천구 목동,907-10,907,10,현대파리지앙,37.78,202408,17,"21,700",7,개인,개인,2004.0,목동서로 57,-,중개거래,서울 양천구
1763,1764,경기도 시흥시 은행동,607,607,0,럭스나인 은계,23.1681,202408,17,"8,400",4,개인,개인,2021.0,은계중앙로 247,-,중개거래,서울 강남구
1764,1765,서울특별시 영등포구 도림동,265-8,265,8,도림동 하나 아파텔(2차),30.87,202408,17,"19,000",12,개인,개인,2003.0,도영로 16-1,-,직거래,-
1765,1766,서울특별시 광진구 화양동,111-22,111,22,정익제이타워,17.1,202408,17,"16,600",6,개인,개인,2016.0,능동로19길 7-10,-,중개거래,서울 광진구
1766,1767,경기도 고양시 일산동구 장항동,752,752,0,삼성메르헨하우스,32.843,202408,17,"10,300",12,개인,개인,2003.0,무궁화로 8-28,-,중개거래,경기 고양시 일산동구
1767,1768,서울특별시 구로구 구로동,110,110,0,종인아네스트,19.47,202408,17,"10,900",12,개인,개인,2012.0,공원로7길 11,-,중개거래,서울 구로구
1768,1769,인천광역시 부평구 부평동,431-12,431,12,부평 신일유스테이션 오피스텔,44.09,202408,17,"16,500",17,개인,개인,2014.0,부평대로 140,-,중개거래,인천 부평구
1769,1770,부산광역시 수영구 광안동,744-12,744,12,이린타워,80.16,202408,17,"25,700",13,개인,개인,2016.0, ,-,직거래,-
1770,1771,경기도 고양시 일산동구 백석동,1239,1239,0,윈스턴파크Ⅱ,104.5029,202408,17,"36,000",5,개인,개인,2006.0,강송로 41,-,직거래,-
1771,1772,경기도 광명시 일직동,518,518,0,광명역파크자이,24.9948,202408,17,"15,500",4,개인,개인,2017.0, ,-,중개거래,경기 광명시
1772,1773,부산광역시 해운대구 좌동,1461-6,1461,6,디베르비타,26.06,202408,17,"4,000",11,개인,개인,2003.0,좌동로 98,-,중개거래,부산 해운대구
1773,1774,경기도 고양시 일산동구 장항동,746-1,746,1,양우로데오시티플러스,35.16,202408,17,"11,100",9,개인,개인,2004.0,무궁화로 7-45,-,중개거래,경기 고양시 일산동구
1774,1775,경기도 부천시 원미구 중동,1145-1,1145,1,매트로펠리스Ⅱ-B,33.985,202408,17,"8,700",4,개인,개인,2004.0,44,-,중개거래,경기 부천시 원미구
1775,1776,서울특별시 마포구 상암동,1596,1596,0,"상암DMC푸르지오시티, S-City",20.32,202408,17,"21,500",8,개인,개인,2017.0,월드컵북로54길 25,-,중개거래,서울 마포구
1776,1777,경기도 시흥시 거모동,1727-4,1727,4,모드니에그린빌,72.73,202408,17,"15,700",6,개인,개인,2016.0,군자로 484-1,-,중개거래,경기 시흥시
1777,1778,서울특별시 종로구 숭인동,1392-1,1392,1,종로 아인스빌,17.88,202408,17,"12,000",8,개인,개인,2013.0,난계로29가길 19,-,중개거래,서울 종로구
1778,1779,서울특별시 송파구 문정동,618,618,0,파크하비오,46.58,202408,17,"40,000",5,개인,개인,, ,-,중개거래,서울 송파구
1779,1780,세종특별자치시  나성동,756,756,0,리치먼드시티세종,26.18,202408,17,"12,400",4,개인,개인,2020.0,한누리대로 320,-,중개거래,세종
1780,1781,서울특별시 송파구 방이동,39,39,0,잠실 제니알,23.57,202408,17,"28,500",8,개인,개인,2020.0,올림픽로34길 6,-,중개거래,서울 송파구
1781,1782,경기도 부천시 원미구 중동,1110,1110,0,위브더스테이트,123.73,202408,17,"62,000",12,개인,개인,2007.0,170,-,중개거래,경기 부천시 원미구
1782,1783,서울특별시 강남구 대치동,938,938,0,삼환 아르누보2,26.42,202408,17,"44,000",7,개인,개인,2004.0,도곡로 405,20240821,중개거래,서울 강남구
1783,1784,경기도 김포시 구래동,Apr.81,6881,4,태림 더 끌리움 1차,26.94,202408,17,"8,700",11,기타,개인,2018.0,김포한강9로75번길 142,-,중개거래,경기 김포시
1784,1785,서울특별시 마포구 성산동,593-1,593,1,벽산상암스마트큐브,20.74,202408,17,"16,000",12,개인,개인,2017.0,월드컵로34길 14,-,중개거래,서울 마포구
1785,1786,서울특별시 금천구 독산동,1156,1156,0,금천 롯데캐슬 골드파크 4차,23.15,202408,17,"18,300",26,개인,개인,2019.0,시흥대로 315,-,중개거래,서울 금천구
1786,1787,경기도 고양시 일산동구 백석동,1317,1317,0,현대밀라트,105.05,202408,17,"38,000",4,개인,개인,2003.0,경의로 19,-,중개거래,경기 고양시 일산동구
1787,1788,경기도 성남시 분당구 야탑동,219-2,219,2,야탑 브라운스톤 오피스텔,37.0,202408,17,"17,500",6,개인,개인,2005.0,야탑로205번길 40,-,중개거래,경기 성남시 분당구
1788,1789,인천광역시 연수구 송도동,10월 30일,10,30,송도 SK뷰 센트럴,28.9449,202408,17,"15,000",15,개인,개인,2020.0,하모니로188번길 17,-,중개거래,인천 연수구
1789,1790,경기도 용인시 기흥구 구갈동,663,663,0,기흥역 파크 푸르지오,84.985,202408,17,"47,700",38,개인,개인,2018.0, ,-,중개거래,"경기 수원시 팔달구, 경기 용인시 기흥구"
1790,1791,서울특별시 도봉구 창동,135-28,135,28,창동 SR스타빌,28.5,202408,17,"10,800",8,개인,개인,2003.0,노해로63길 84-9,-,중개거래,서울 도봉구
1791,1792,세종특별자치시  어진동,649,649,0,호수의아침,24.005,202408,17,"9,900",14,개인,개인,2014.0,가름로 253,20240823,중개거래,세종
1792,1793,부산광역시 강서구 명지동,Feb.04,3604,2,부산 명지 제나우스 블루오션 오피스텔,38.72,202408,17,"13,400",20,법인,개인,2020.0,명지국제2로 16,20240821,중개거래,부산 강서구
1793,1794,서울특별시 강서구 마곡동,776,776,0,마곡 파크뷰 대방디엠시티 오피스텔,35.2229,202408,17,"36,000",13,개인,개인,2019.0,마곡동로10길 23,-,중개거래,서울 강서구
1794,1795,서울특별시 강서구 마곡동,773-1,773,1,마곡역센트럴푸르지오시티,23.99,202408,17,"18,400",10,개인,개인,2016.0,마곡중앙6로 10,-,중개거래,서울 강서구
1795,1796,세종특별자치시  어진동,649,649,0,호수의아침,24.005,202408,17,"9,900",14,개인,개인,2014.0,가름로 253,-,중개거래,세종
1796,1797,세종특별자치시  어진동,649,649,0,호수의아침,24.005,202408,17,"9,900",14,개인,개인,2014.0,가름로 253,20240819,중개거래,세종
1797,1798,서울특별시 강서구 마곡동,773,773,0,힐스테이트 에코 마곡역,19.8681,202408,17,"17,500",14,개인,개인,2017.0,마곡중앙로 76,20240904,중개거래,서울 강서구
1798,1799,서울특별시 강서구 마곡동,758,758,0,마곡시티오피스텔,24.4,202408,17,"16,000",2,개인,개인,2016.0,마곡서로 170,-,중개거래,서울 강서구
1799,1800,서울특별시 광진구 군자동,473-1,473,1,(473-1),18.08,202408,17,"19,800",13,개인,개인,2019.0,천호대로 530,-,중개거래,서울 광진구
1800,1801,서울특별시 구로구 천왕동,282-2,282,2,랑데르,22.13,202408,17,"10,800",9,개인,개인,2014.0,오리로 1149,-,중개거래,서울 구로구
1801,1802,인천광역시 부평구 부평동,204-45,204,45,무한레뷰,62.5,202408,17,"15,300",8,개인,개인,2016.0, ,-,중개거래,"경기 부천시 소사구, 인천 부평구"
1802,1803,대전광역시 유성구 봉명동,445-4,445,4,리베라 아이누리2 도시형생활주택,28.394,202408,17,"5,800",3,개인,개인,2013.0,온천로 26,-,중개거래,대전 유성구
1803,1804,서울특별시 종로구 내수동,72,72,0,경희궁의 아침 3단지,37.5,202408,17,"31,400",14,개인,개인,2004.0,사직로8길 34,-,중개거래,서울 종로구
1804,1805,인천광역시 남동구 만수동,906-7,906,7,아이원캐슬,84.55,202408,17,"18,500",9,개인,개인,2017.0, ,-,중개거래,"인천 남동구, 인천 부평구"
1805,1806,경기도 안산시 단원구 고잔동,724,724,0,골든빌,30.42,202408,17,"8,150",4,개인,개인,2004.0,광덕대로 206,-,중개거래,경기 안산시 단원구
1806,1807,서울특별시 종로구 내수동,75,75,0,용비어천가,37.56,202408,17,"27,500",3,개인,개인,2004.0,새문안로3길 36,-,중개거래,서울 종로구
1807,1808,전북특별자치도 전주시 덕진구 덕진동1가,1267-22,1267,22,세움펠리피아,21.4351,202408,17,"12,000",6,개인,개인,2021.0,465,-,중개거래,전북 전주시 덕진구
